id,company_name,signal_type,source,source_url,product_match,sector,score,confidence,keywords_summary,territory,sales_officer,keywords_matched,raw_data,discovered_at,status,notes
921,Gujarat State Petronet Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4302441,Bitumen,Industrial,79.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for paint production - 2000 MT"", ""location"": ""West Bengal""}",2026-01-22 00:00:00,NEW,
1172,Border Roads Organisation,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/1509438,Furnace Oil,Industrial,79.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for equipment operation - 5000 KL"", ""location"": ""Chhattisgarh""}",2026-01-21 00:00:00,NEW,
635,Reliance Industries Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4676767,Solvents,Industrial,79.0,60.0,"NIT, Supply of [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""]}","{""description"": ""NIT for supply of Lubricants for textile processing - 5000 KL"", ""location"": ""Chhattisgarh""}",2026-01-19 00:00:00,NEW,
147,Ambuja Cements Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/2557959,HSD,Industrial,79.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for textile processing - 2000 MT"", ""location"": ""Uttar Pradesh""}",2026-01-18 00:00:00,NEW,
111,Ambuja Cements Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4075947,Bitumen,Industrial,79.0,60.0,"NIT, Supply of [regulatory_events] | Mineral Turpentine Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Mineral Turpentine Oil""]}","{""description"": ""NIT for supply of Mineral Turpentine Oil for road construction - 500 MT"", ""location"": ""Rajasthan""}",2026-01-16 00:00:00,NEW,
1086,Tata Steel Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/7863601,Bitumen,Industrial,79.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for road construction - 2000 MT"", ""location"": ""Jharkhand""}",2026-01-15 00:00:00,NEW,
1248,Century Textiles,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/6183036,Furnace Oil,Industrial,79.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for paint production - 1000 KL"", ""location"": ""Uttar Pradesh""}",2026-01-13 00:00:00,NEW,
310,Grasim Industries Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/3630288,Bitumen,Industrial,79.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for road construction - 1000 KL"", ""location"": ""Gujarat""}",2026-01-11 00:00:00,NEW,
478,PWD Maharashtra,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8218397,HSD,Industrial,79.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for paint production - 1000 KL"", ""location"": ""Chhattisgarh""}",2026-01-11 00:00:00,NEW,
564,Larsen & Toubro Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8366604,Bitumen,Industrial,79.0,60.0,"NIT, Supply of [regulatory_events] | Mineral Turpentine Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Mineral Turpentine Oil""]}","{""description"": ""NIT for supply of Mineral Turpentine Oil for road construction - 5000 KL"", ""location"": ""Jharkhand""}",2026-01-09 00:00:00,NEW,
255,Bharat Petroleum Corp Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/9266344,Furnace Oil,Industrial,78.0,60.0,"Captive Power Plant [industrial_machinery] | Procurement of, Expansion [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""Captive Power Plant""], ""regulatory_events"": [""Procurement of"", ""Expansion""]}","{""description"": ""Procurement of Captive Power Plant equipment for expansion project"", ""location"": ""Karnataka""}",2026-01-30 00:00:00,NEW,
1252,Bharat Petroleum Corp Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4457428,Furnace Oil,Industrial,78.0,60.0,Procurement of [regulatory_events],Unassigned,,"{""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of Industrial Boilers for new facility"", ""location"": ""Maharashtra""}",2026-01-24 00:00:00,NEW,
625,Adani Power Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8785079,Furnace Oil,Industrial,78.0,60.0,Procurement of [regulatory_events],Unassigned,,"{""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of Industrial Boilers for maintenance operations"", ""location"": ""Tamil Nadu""}",2026-01-21 00:00:00,NEW,
1269,Hindalco Industries,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4014235,Furnace Oil,Industrial,78.0,60.0,Procurement of [regulatory_events],Unassigned,,"{""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of Industrial Boilers for backup power"", ""location"": ""Uttar Pradesh""}",2026-01-18 00:00:00,NEW,
991,Delhi Metro Rail Corporation,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/539899_55.pdf,,Industrial,76.5,50.0,"NIT, Expansion [regulatory_events]",West Region,SO_WEST_01,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new Paint manufacturing unit at Maharashtra"", ""location"": ""Maharashtra"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2026-02-05 00:00:00,NEW,
820,JSW Steel Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/591764_117.pdf,,Industrial,76.5,50.0,"NIT, Expansion [regulatory_events]",West Region,SO_WEST_01,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 1200 Crore expansion project for new manufacturing unit at Maharashtra"", ""location"": ""Maharashtra"", ""capacity_increase_pct"": 60.0, ""capex_cr"": 1200.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 60.0}",2026-02-03 00:00:00,NEW,
1073,Hindalco Industries,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/567443_22.pdf,,Industrial,76.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new cement plant at Andhra Pradesh"", ""location"": ""Andhra Pradesh"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-02-02 00:00:00,NEW,
28,Arvind Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/506965_27.pdf,,Industrial,76.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new Jute processing mill at Uttar Pradesh"", ""location"": ""Uttar Pradesh"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2026-02-01 00:00:00,NEW,
695,JSW Steel Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/507882_106.pdf,,Industrial,76.5,50.0,Expansion [regulatory_events],West Region,SO_WEST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new steel plant at Karnataka"", ""location"": ""Karnataka"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-14 00:00:00,NEW,
442,Indian Oil Corporation Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/558342_79.pdf,,Industrial,76.5,50.0,Expansion [regulatory_events],North Region,SO_NORTH_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new steel plant at Delhi"", ""location"": ""Delhi"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-12 00:00:00,NEW,
1225,Shapoorji Pallonji,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8275754,HSD,Industrial,74.0,95.0,HSD Storage Tank [industrial_machinery] | Procurement of [regulatory_events] | HSD [commodities],Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for maintenance operations"", ""location"": ""Haryana""}",2026-01-29 00:00:00,NEW,
1223,Adani Power Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/3892041,HSD,Industrial,74.0,60.0,"DG Set, 500 KVA [industrial_machinery] | Procurement of [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""DG Set"", ""500 KVA""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of 500 KVA DG Sets for backup power"", ""location"": ""Punjab""}",2026-01-24 00:00:00,NEW,
517,Tata Power Company Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/3069917,HSD,Industrial,74.0,60.0,"DG Set, 500 KVA [industrial_machinery] | Procurement of [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""DG Set"", ""500 KVA""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of 500 KVA DG Sets for cleaning operations"", ""location"": ""Punjab""}",2026-01-23 00:00:00,NEW,
130,Vedanta Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4394604,HSD,Industrial,74.0,95.0,HSD Storage Tank [industrial_machinery] | Procurement of [regulatory_events] | HSD [commodities],Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for maintenance operations"", ""location"": ""Jharkhand""}",2026-01-20 00:00:00,NEW,
978,JSW Steel Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4185547,HSD,Industrial,74.0,60.0,"DG Set, 500 KVA [industrial_machinery] | Procurement of [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""DG Set"", ""500 KVA""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of 500 KVA DG Sets for backup power"", ""location"": ""Tamil Nadu""}",2026-01-15 00:00:00,NEW,
369,Tata Steel Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/2482768,Furnace Oil,Industrial,74.0,60.0,Captive Power Plant [industrial_machinery] | Procurement of [regulatory_events],Unassigned,,"{""industrial_machinery"": [""Captive Power Plant""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of Captive Power Plant equipment for maintenance operations"", ""location"": ""Tamil Nadu""}",2026-01-14 00:00:00,NEW,
1256,PWD Maharashtra,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4377849,HSD,Industrial,74.0,95.0,HSD Storage Tank [industrial_machinery] | Procurement of [regulatory_events] | HSD [commodities],Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for backup power"", ""location"": ""Tamil Nadu""}",2026-01-09 00:00:00,NEW,
320,PWD Maharashtra,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/595209_77.pdf,,Industrial,70.5,50.0,"NIT, Expansion [regulatory_events]",West Region,SO_WEST_01,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new manufacturing unit at Karnataka"", ""location"": ""Karnataka"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2026-01-31 00:00:00,NEW,
601,JSW Steel Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/501704_6.pdf,,Industrial,70.5,50.0,Expansion [regulatory_events],West Region,SO_WEST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new Jute processing mill at Gujarat"", ""location"": ""Gujarat"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2026-01-31 00:00:00,NEW,
160,Adani Power Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/503886_34.pdf,,Industrial,70.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 1200 Crore expansion project for new Jute processing mill at Madhya Pradesh"", ""location"": ""Madhya Pradesh"", ""capacity_increase_pct"": 60.0, ""capex_cr"": 1200.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 60.0}",2026-01-28 00:00:00,NEW,
356,Border Roads Organisation,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/510069_113.pdf,,Industrial,70.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new Jute processing mill at Jharkhand"", ""location"": ""Jharkhand"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-28 00:00:00,NEW,
480,ACC Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/564898_0.pdf,LSHS,Industrial,70.5,60.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 1200 Crore expansion project for new power plant at Jharkhand"", ""location"": ""Jharkhand"", ""capacity_increase_pct"": 60.0, ""capex_cr"": 1200.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 60.0}",2026-01-26 00:00:00,NEW,
1370,ACC Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/542919_96.pdf,,Industrial,70.5,50.0,"NIT, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new manufacturing unit at Rajasthan"", ""location"": ""Rajasthan"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2026-01-26 00:00:00,NEW,
622,Tata Steel Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/512516_28.pdf,LSHS,Industrial,70.5,60.0,Expansion [regulatory_events],East Region,SO_EAST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new power plant at Odisha"", ""location"": ""Odisha"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-24 00:00:00,NEW,
689,Hindalco Industries,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/597535_99.pdf,,Industrial,70.5,50.0,"NIT, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new manufacturing unit at Uttar Pradesh"", ""location"": ""Uttar Pradesh"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-23 00:00:00,NEW,
1100,ACC Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/530899_52.pdf,,Industrial,70.5,50.0,"NIT, Expansion [regulatory_events]",West Region,SO_WEST_01,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 1200 Crore expansion project for new manufacturing unit at Maharashtra"", ""location"": ""Maharashtra"", ""capacity_increase_pct"": 60.0, ""capex_cr"": 1200.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 60.0}",2026-01-22 00:00:00,NEW,
900,Gammon India,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/589939_78.pdf,,Industrial,70.5,50.0,"NIT, Expansion [regulatory_events]",West Region,SO_WEST_01,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new manufacturing unit at Maharashtra"", ""location"": ""Maharashtra"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-20 00:00:00,NEW,
963,Grasim Industries Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/554542_23.pdf,,Industrial,70.5,50.0,"NIT, Expansion [regulatory_events]",West Region,SO_WEST_01,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 1200 Crore expansion project for new manufacturing unit at Maharashtra"", ""location"": ""Maharashtra"", ""capacity_increase_pct"": 60.0, ""capex_cr"": 1200.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 60.0}",2026-01-19 00:00:00,NEW,
993,Gujarat State Petronet Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/533185_57.pdf,,Industrial,70.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new cement plant at Chhattisgarh"", ""location"": ""Chhattisgarh"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-19 00:00:00,NEW,
1365,Adani Power Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/502915_91.pdf,,Industrial,70.5,50.0,Expansion [regulatory_events],North Region,SO_NORTH_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new cement plant at Punjab"", ""location"": ""Punjab"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2026-01-19 00:00:00,NEW,
585,ACC Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/553669_110.pdf,,Industrial,70.5,50.0,Expansion [regulatory_events],East Region,SO_EAST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new cement plant at West Bengal"", ""location"": ""West Bengal"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-17 00:00:00,NEW,
1135,NTPC Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/550969_87.pdf,,Industrial,70.5,50.0,Expansion [regulatory_events],East Region,SO_EAST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new cement plant at West Bengal"", ""location"": ""West Bengal"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2026-01-16 00:00:00,NEW,
1184,Ultratech Cement Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/535999_19.pdf,,Industrial,70.5,50.0,Expansion [regulatory_events],North Region,SO_NORTH_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new Jute processing mill at Delhi"", ""location"": ""Delhi"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-14 00:00:00,NEW,
751,Gammon India,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/549493_45.pdf,,Industrial,70.5,50.0,Expansion [regulatory_events],East Region,SO_EAST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 1200 Crore expansion project for new cement plant at Odisha"", ""location"": ""Odisha"", ""capacity_increase_pct"": 60.0, ""capex_cr"": 1200.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 60.0}",2026-01-12 00:00:00,NEW,
937,Shapoorji Pallonji,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/537326_116.pdf,Solvents,Industrial,70.5,60.0,Expansion [regulatory_events],East Region,SO_EAST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new chemical facility at West Bengal"", ""location"": ""West Bengal"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2026-01-11 00:00:00,NEW,
536,Indian Oil Corporation Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4922433,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for textile processing - 5000 KL"", ""location"": ""Madhya Pradesh""}",2026-01-07 00:00:00,NEW,
