id,company_name,signal_type,source,source_url,product_match,sector,score,confidence,keywords_summary,territory,sales_officer,keywords_matched,raw_data,discovered_at,status,notes
94,Gammon India,Capacity Expansion,BSE,https://example.com/signal/93,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new manufacturing unit at Andhra Pradesh"", ""location"": ""Andhra Pradesh"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-11-17 00:00:00,NEW,
23,Shapoorji Pallonji,Capacity Expansion,BSE,https://example.com/signal/22,Solvents,Industrial,61.5,60.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new chemical facility at Haryana"", ""location"": ""Haryana"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-10-26 00:00:00,NEW,
99,Indian Oil Corporation Ltd,Capacity Expansion,BSE,https://example.com/signal/98,Solvents,Industrial,61.5,60.0,Expansion [regulatory_events],South Region,SO_SOUTH_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new chemical facility at Tamil Nadu"", ""location"": ""Tamil Nadu"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2025-10-26 00:00:00,NEW,
83,Gammon India,Capacity Expansion,BSE,https://example.com/signal/82,,Industrial,61.5,50.0,Expansion [regulatory_events],North Region,SO_NORTH_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new Jute processing mill at Delhi"", ""location"": ""Delhi"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2025-08-15 00:00:00,NEW,
96,ACC Ltd,Capacity Expansion,BSE,https://example.com/signal/95,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",South Region,SO_SOUTH_01,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new Paint manufacturing unit at Tamil Nadu"", ""location"": ""Tamil Nadu"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2025-07-23 00:00:00,NEW,
44,Gammon India,Capacity Expansion,BSE,https://example.com/signal/43,,Industrial,61.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new cement plant at Jharkhand"", ""location"": ""Jharkhand"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-06-24 00:00:00,NEW,
26,Hindalco Industries,Capacity Expansion,BSE,https://example.com/signal/25,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",North Region,SO_NORTH_01,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new manufacturing unit at Punjab"", ""location"": ""Punjab"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-05-19 00:00:00,NEW,
27,Ultratech Cement Ltd,Capacity Expansion,BSE,https://example.com/signal/26,Solvents,Industrial,61.5,60.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new chemical facility at Haryana"", ""location"": ""Haryana"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-05-18 00:00:00,NEW,
63,Tata Steel Ltd,Capacity Expansion,BSE,https://example.com/signal/62,Solvents,Industrial,61.5,60.0,Expansion [regulatory_events],West Region,SO_WEST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 1200 Crore expansion project for new chemical facility at Maharashtra"", ""location"": ""Maharashtra"", ""capacity_increase_pct"": 60.0, ""capex_cr"": 1200.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 60.0}",2025-05-01 00:00:00,NEW,
120,Ambuja Cements Ltd,Capacity Expansion,BSE,https://example.com/signal/119,LSHS,Industrial,61.5,60.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new power plant at Jharkhand"", ""location"": ""Jharkhand"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-03-30 00:00:00,NEW,
42,Bharat Petroleum Corp Ltd,Capacity Expansion,BSE,https://example.com/signal/41,,Industrial,61.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new cement plant at Andhra Pradesh"", ""location"": ""Andhra Pradesh"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-01-26 00:00:00,NEW,
76,Border Roads Organisation,Capacity Expansion,BSE,https://example.com/signal/75,LSHS,Industrial,61.5,60.0,Expansion [regulatory_events],West Region,SO_WEST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 1200 Crore expansion project for new power plant at Karnataka"", ""location"": ""Karnataka"", ""capacity_increase_pct"": 60.0, ""capex_cr"": 1200.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 60.0}",2025-01-17 00:00:00,NEW,
89,ACC Ltd,Financial Announcement,BSE,https://example.com/signal/88,,Industrial,54.0,80.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 1500 Crore CAPEX for 15% capacity expansion in Cement production"", ""location"": ""Maharashtra"", ""capacity_increase_pct"": 15.0, ""capex_cr"": 1500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 15.0}",2026-02-05 00:00:00,NEW,
102,Tata Steel Ltd,New Company Registration,PARIVESH,https://example.com/signal/101,Bitumen & HSD,Industrial,54.0,75.0,No keywords,Unassigned,,{},"{""description"": ""New Registration: {company} with \u20b9100.0 Cr Capital. Objects: To carry on the business of infrastructure development, road construction, highway projects."", ""location"": ""Rajasthan"", ""authorized_capital_cr"": 100.0, ""inferred_needs"": [""Construction Machinery""]}",2026-01-27 00:00:00,NEW,
15,PWD Maharashtra,Credit Rating Rationale,PARIVESH,https://example.com/signal/14,Furnace Oil & LDO,Industrial,54.0,90.0,"Thermic Fluid Heater [industrial_machinery] | NIT, Greenfield Project, CTO [regulatory_events]",East Region,SO_EAST_01,"{""industrial_machinery"": [""Thermic Fluid Heater""], ""regulatory_events"": [""NIT"", ""Greenfield Project"", ""CTO""]}","{""description"": ""The rating factors in the bank facilities rated for the greenfield project at Odisha. The unit calls for installation of new thermic fluid heaters and boilers."", ""location"": ""Odisha"", ""loan_purpose"": ""New Project / Greenfield Expansion"", ""fuel_signals"": [{""signal"": ""Greenfield Project"", ""product"": ""Furnace Oil & LDO"", ""reason"": ""New manufacturing unit requires initial heating/power""}]}",2026-01-17 00:00:00,NEW,
57,Shapoorji Pallonji,Financial Announcement,BSE,https://example.com/signal/56,,Industrial,48.0,80.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 250 Crore CAPEX for 25% capacity expansion in Cement production"", ""location"": ""Tamil Nadu"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 250.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2026-01-18 00:00:00,NEW,
92,National Highways Authority of India,Financial Announcement,BSE,https://example.com/signal/91,,Industrial,48.0,80.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 1500 Crore CAPEX for 30% capacity expansion in Power generation"", ""location"": ""Andhra Pradesh"", ""capacity_increase_pct"": 30.0, ""capex_cr"": 1500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 30.0}",2026-01-11 00:00:00,NEW,
116,ACC Ltd,New Company Registration,PARIVESH,https://example.com/signal/115,Bitumen & HSD,Industrial,45.0,75.0,No keywords,Unassigned,,{},"{""description"": ""New Registration: {company} with \u20b9100.0 Cr Capital. Objects: To carry on the business of infrastructure development, road construction, highway projects."", ""location"": ""Andhra Pradesh"", ""authorized_capital_cr"": 100.0, ""inferred_needs"": [""Construction Machinery""]}",2025-12-14 00:00:00,NEW,
39,Gammon India,Credit Rating Rationale,PARIVESH,https://example.com/signal/38,Furnace Oil & LDO,Industrial,45.0,90.0,"Thermic Fluid Heater [industrial_machinery] | NIT, Greenfield Project, CTO [regulatory_events]",West Region,SO_WEST_01,"{""industrial_machinery"": [""Thermic Fluid Heater""], ""regulatory_events"": [""NIT"", ""Greenfield Project"", ""CTO""]}","{""description"": ""The rating factors in the upcoming loan for the greenfield project at Gujarat. The unit calls for installation of new thermic fluid heaters and boilers."", ""location"": ""Gujarat"", ""loan_purpose"": ""New Project / Greenfield Expansion"", ""fuel_signals"": [{""signal"": ""Greenfield Project"", ""product"": ""Furnace Oil & LDO"", ""reason"": ""New manufacturing unit requires initial heating/power""}]}",2025-11-28 00:00:00,NEW,
10,Hindalco Industries,New Company Registration,PARIVESH,https://example.com/signal/9,Bitumen & HSD,Industrial,45.0,75.0,No keywords,Unassigned,,{},"{""description"": ""New Registration: {company} with \u20b925.0 Cr Capital. Objects: To carry on the business of infrastructure development, road construction, highway projects."", ""location"": ""Rajasthan"", ""authorized_capital_cr"": 25.0, ""inferred_needs"": [""Construction Machinery""]}",2025-11-13 00:00:00,NEW,
43,Ambuja Cements Ltd,New Company Registration,PARIVESH,https://example.com/signal/42,Bitumen & HSD,Industrial,45.0,75.0,No keywords,Unassigned,,{},"{""description"": ""New Registration: {company} with \u20b950.0 Cr Capital. Objects: To carry on the business of infrastructure development, road construction, highway projects."", ""location"": ""West Bengal"", ""authorized_capital_cr"": 50.0, ""inferred_needs"": [""Construction Machinery""]}",2025-10-03 00:00:00,NEW,
110,Gujarat State Petronet Ltd,Credit Rating Rationale,PARIVESH,https://example.com/signal/109,Furnace Oil & LDO,Industrial,45.0,90.0,"Thermic Fluid Heater [industrial_machinery] | NIT, Greenfield Project, CTO [regulatory_events]",East Region,SO_EAST_01,"{""industrial_machinery"": [""Thermic Fluid Heater""], ""regulatory_events"": [""NIT"", ""Greenfield Project"", ""CTO""]}","{""description"": ""The rating factors in the upcoming loan for the greenfield project at Odisha. The unit calls for installation of new thermic fluid heaters and boilers."", ""location"": ""Odisha"", ""loan_purpose"": ""New Project / Greenfield Expansion"", ""fuel_signals"": [{""signal"": ""Greenfield Project"", ""product"": ""Furnace Oil & LDO"", ""reason"": ""New manufacturing unit requires initial heating/power""}]}",2025-09-20 00:00:00,NEW,
71,Adani Power Ltd,Credit Rating Rationale,PARIVESH,https://example.com/signal/70,Furnace Oil & LDO,Industrial,45.0,90.0,"Thermic Fluid Heater [industrial_machinery] | NIT, Greenfield Project, CTO [regulatory_events]",North Region,SO_NORTH_01,"{""industrial_machinery"": [""Thermic Fluid Heater""], ""regulatory_events"": [""NIT"", ""Greenfield Project"", ""CTO""]}","{""description"": ""The rating factors in the bank facilities rated for the greenfield project at Delhi. The unit calls for installation of new thermic fluid heaters and boilers."", ""location"": ""Delhi"", ""loan_purpose"": ""New Project / Greenfield Expansion"", ""fuel_signals"": [{""signal"": ""Greenfield Project"", ""product"": ""Furnace Oil & LDO"", ""reason"": ""New manufacturing unit requires initial heating/power""}]}",2025-08-01 00:00:00,NEW,
14,Larsen & Toubro Ltd,Credit Rating Rationale,PARIVESH,https://example.com/signal/13,Furnace Oil & LDO,Industrial,45.0,90.0,"Thermic Fluid Heater [industrial_machinery] | NIT, Greenfield Project, CTO [regulatory_events]",South Region,SO_SOUTH_01,"{""industrial_machinery"": [""Thermic Fluid Heater""], ""regulatory_events"": [""NIT"", ""Greenfield Project"", ""CTO""]}","{""description"": ""The rating factors in the upcoming loan for the greenfield project at Tamil Nadu. The unit calls for installation of new thermic fluid heaters and boilers."", ""location"": ""Tamil Nadu"", ""loan_purpose"": ""New Project / Greenfield Expansion"", ""fuel_signals"": [{""signal"": ""Greenfield Project"", ""product"": ""Furnace Oil & LDO"", ""reason"": ""New manufacturing unit requires initial heating/power""}]}",2025-04-07 00:00:00,NEW,
112,Arvind Ltd,Credit Rating Rationale,PARIVESH,https://example.com/signal/111,Furnace Oil & LDO,Industrial,45.0,90.0,"Thermic Fluid Heater [industrial_machinery] | NIT, Greenfield Project, CTO [regulatory_events]",North Region,SO_NORTH_01,"{""industrial_machinery"": [""Thermic Fluid Heater""], ""regulatory_events"": [""NIT"", ""Greenfield Project"", ""CTO""]}","{""description"": ""The rating factors in the bank facilities rated for the greenfield project at Punjab. The unit calls for installation of new thermic fluid heaters and boilers."", ""location"": ""Punjab"", ""loan_purpose"": ""New Project / Greenfield Expansion"", ""fuel_signals"": [{""signal"": ""Greenfield Project"", ""product"": ""Furnace Oil & LDO"", ""reason"": ""New manufacturing unit requires initial heating/power""}]}",2025-03-13 00:00:00,NEW,
